Fiyat,İlan Tarihi,Marka,Seri,Model,Yıl,Kilometre,Vites Tipi,Yakıt Tipi,Kasa Tipi,Renk,Motor_Hacmi,Motor_Gucu,Çekiş,Ort_Yakit_Tuketimi,Yakit_Deposu,Hizlanma_0_100_Sn,Agirlik,Silindir_Sayisi
1050000.0,16 Ekim 2023,BMW,3 Serisi,320d M Sport,2009,202000.0,Otomatik,Dizel,Bilinmiyor,Diğer,1995,177,Arkadan İtiş,6.0,61,183,1730,4.0
900000.0,16 Ekim 2023,Skoda,SuperB,1.6 TDI Elegance,2015,289500.0,Yarı Otomatik,Dizel,Sedan,Beyaz,1598,105,Önden Çekiş,4.6,60,190,1695,4.0
690000.0,16 Ekim 2023,Renault,Clio,1.5 dCi Touch,2018,92254.0,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1461,90,Önden Çekiş,3.7,45,206,2073,4.0
550000.0,15 Ekim 2023,Renault,Fluence,1.5 dCi Touch,2013,200000.0,Düz,Dizel,Sedan,Beyaz,1461,90,Önden Çekiş,4.5,60,219,2075,4.0
1550000.0,14 Ekim 2023,Skoda,SuperB,1.6 TDI Prestige,2020,118000.0,Yarı Otomatik,Dizel,Hatchback/5,Gri (Gümüş),1598,120,Önden Çekiş,4.2,66,215,2122,4.0
898000.0,13 Ekim 2023,Honda,Civic,1.6 i-VTEC ECO Elegance,2014,151000.0,Otomatik,LPG & Benzin,Sedan,Beyaz,1598,125,Önden Çekiş,6.7,50,168,1510,4.0
860000.0,13 Ekim 2023,Dacia,Sandero,1.0 Tce Essential,2023,13000.0,Düz,Benzin,Hatchback/5,Beyaz,999,90,Önden Çekiş,4.9,50,230,1925,4.0
635000.0,13 Ekim 2023,Fiat,Egea,1.4 Fire Urban Plus,2019,95000.0,Düz,LPG & Benzin,Hatchback/5,Beyaz,1368,95,Önden Çekiş,5.7,50,193,2082,4.0
460000.0,13 Ekim 2023,Renault,Fluence,1.5 dCi Business,2012,230000.0,Düz,Dizel,Sedan,Gri,1461,90,Önden Çekiş,4.4,60,176,1708,4.0
595900.0,13 Ekim 2023,Ford,Fiesta,1.4 Titanium X,2011,159880.0,Otomatik,Benzin,Hatchback/5,Bordo,1388,96,Önden Çekiş,6.5,42,170,1450,4.0
1005900.0,12 Ekim 2023,Skoda,SuperB,1.6 TDI Style,2018,142500.0,Yarı Otomatik,Dizel,Hatchback/5,Siyah,1598,120,Önden Çekiş,4.1,66,180,1771,4.0
930000.0,12 Ekim 2023,Opel,Astra,1.6 CDTI Design,2017,165000.0,Otomatik,Dizel,Sedan,Beyaz,1598,136,Önden Çekiş,5.1,56,205,2150,4.0
805000.0,10 Ekim 2023,Honda,Civic,1.6 i-VTEC Black Edition,2015,150000.0,Otomatik,Benzin,Sedan,Siyah,1598,125,Önden Çekiş,6.7,50,172,1652,3.0
655000.0,10 Ekim 2023,Dacia,Sandero,1.5 BlueDCI Stepway,2019,110000.0,Düz,Dizel,Hatchback/5,Füme,1461,95,Önden Çekiş,3.6,50,185,1755,4.0
789000.0,09 Ekim 2023,Renault,Megane,1.3 TCe Joy Comfort,2021,99500.0,Düz,Benzin,Sedan,Beyaz,1332,140,Önden Çekiş,5.7,50,180,1771,4.0
1690000.0,08 Ekim 2023,Mercedes - Benz,CLA,200 AMG,2017,79000.0,Otomatik,Benzin,Bilinmiyor,Siyah,1595,156,Önden Çekiş,5.5,50,166,1525,4.0
445000.0,08 Ekim 2023,Ford,Fusion,1.6 TDCi Lux,2009,306000.0,Düz,Dizel,Hatchback/5,Gri,1560,90,Önden Çekiş,4.5,45,206,2100,4.0
809000.0,05 Ekim 2023,Kia,Ceed,1.6 CRDi Comfort,2017,160000.0,Yarı Otomatik,Dizel,Hatchback/5,Füme,1582,136,Önden Çekiş,4.2,53,200,2072,4.0
975000.0,05 Ekim 2023,Honda,Civic,1.6 i-VTEC Eco Executive,2017,104000.0,Otomatik,LPG & Benzin,Sedan,Şampanya,1597,125,Önden Çekiş,6.7,47,163,1564,4.0
329000.0,04 Ekim 2023,Hyundai,Accent,1.5 1.5i GL,2001,282000.0,Otomatik,LPG & Benzin,Sedan,Gri,1495,102,Önden Çekiş,7.8,45,179,1600,4.0
1600000.0,28 Eylül 2023,Mercedes - Benz,C,C 180 AMG,2015,212000.0,Otomatik,Benzin,Sedan,Beyaz,1595,156,Arkadan İtiş,5.8,41,205,1903,4.0
1550000.0,18 Kasım 2023,BMW,3 Serisi,320i ED Sport Line,2014,148000.0,Otomatik,Benzin,Sedan,Beyaz,1598,170,Arkadan İtiş,5.4,60,230,1920,4.0
535000.0,18 Kasım 2023,Volkswagen,Polo,1.4 Trendline,2006,136000.0,Otomatik,Benzin,Hatchback/5,Beyaz,1390,75,Önden Çekiş,7.7,45,200,1891,4.0
180000.0,18 Kasım 2023,Tofaş,Doğan,S,1995,177000.0,Düz,LPG & Benzin,Sedan,Bordo,1581,83,Arkadan İtiş,6.5,50,190,1830,4.0
625000.0,17 Kasım 2023,Toyota,Corolla,1.4 D-4D Comfort,2010,317000.0,Düz,Dizel,Sedan,Gri (metalik),1364,90,Önden Çekiş,4.7,55,223,1960,4.0
655000.0,17 Kasım 2023,Fiat,Egea,1.4 Fire Easy,2020,27000.0,Düz,Benzin,Sedan,Beyaz,1368,95,Önden Çekiş,5.7,45,168,1620,4.0
1200000.0,17 Kasım 2023,Fiat,Egea,1.5 T4 Lounge,2022,7000.0,Otomatik,Hibrit,Sedan,Beyaz,1469,130,Önden Çekiş,5.0,50,225,1970,4.0
770000.0,17 Kasım 2023,Toyota,Corolla,1.4 D-4D Active,2014,181000.0,Yarı Otomatik,Dizel,Sedan,Gri (Gümüş),1364,90,Önden Çekiş,4.1,55,170,1450,4.0
481500476500.0,16 Kasım 2023,Hyundai,Accent Blue,1.6 CRDI Mode,2014,267000.0,Düz,Dizel,Sedan,Beyaz,1582,136,Önden Çekiş,4.5,43,175,1760,4.0
242500.0,16 Kasım 2023,Fiat,Albea,1.4 Fire Active,2008,400000.0,Düz,Benzin,Sedan,Gri (Gümüş),1368,77,Önden Çekiş,6.1,45,177,1625,4.0
415000.0,16 Kasım 2023,Citroen,C-Elysee,1.6 HDi Confort,2013,295000.0,Düz,Dizel,Sedan,Beyaz,1560,93,Önden Çekiş,4.3,48,192,1684,4.0
538500.0,16 Kasım 2023,Toyota,Auris,1.4 D-4D Comfort Plus,2012,163000.0,Düz,Dizel,Hatchback/5,Gri (Gümüş),1364,90,Önden Çekiş,5.0,55,185,1675,4.0
700000.0,09 Kasım 2023,Renault,Clio,1.0 SCe Joy,2023,13000.0,Düz,Benzin,Hatchback/5,Beyaz,999,72,Önden Çekiş,4.9,42,170,1550,4.0
675000.0,08 Kasım 2023,Hyundai,Accent Blue,1.6 CRDI Mode Plus,2017,130000.0,Düz,Dizel,Sedan,Beyaz,1582,136,Önden Çekiş,4.5,43,190,1650,4.0
315000.0,08 Kasım 2023,Chevrolet,Kalos,1.4 SE,2004,240000.0,Düz,Benzin,Sedan,Mavi (metalik),1399,83,Önden Çekiş,7.5,45,165,1440,4.0
3985000.0,08 Kasım 2023,Audi,A5,A5 Sportback 45 TFSI Quattro S Line,2023,6100.0,Yarı Otomatik,Benzin,Hatchback/5,Beyaz,1984,265,4WD (Sürekli),6.8,58,180,1555,4.0
599999.0,07 Kasım 2023,Fiat,Egea,1.3 Multijet Easy,2020,136000.0,Düz,Dizel,Sedan,Beyaz,1248,95,Önden Çekiş,4.1,45,175,1749,4.0
775000.0,07 Kasım 2023,Toyota,Corolla,1.4 D-4D Advance,2017,129000.0,Yarı Otomatik,Dizel,Sedan,Beyaz,1364,90,Önden Çekiş,4.1,55,175,1749,4.0
450000.0,03 Kasım 2023,Hyundai,Accent Era,1.4 Team,2010,240000.0,Düz,LPG & Benzin,Sedan,Beyaz,1399,97,Önden Çekiş,6.5,45,190,1650,4.0
299500.0,01 Kasım 2023,Peugeot,307,1.4 HDi XR,2005,347500.0,Düz,Dizel,Hatchback/5,Kırmızı,1398,69,Önden Çekiş,4.5,60,170,1535,4.0
925000.0,01 Kasım 2023,Skoda,Octavia,1.6 TDI Optimal,2018,154000.0,Yarı Otomatik,Dizel,Hatchback/5,Füme,1598,115,Önden Çekiş,3.9,50,250,2225,4.0
360000.0,01 Kasım 2023,Dacia,Lodgy,1.5 dCi Laureate,2014,360000.0,Düz,Dizel,MPV,Beyaz,1461,90,Önden Çekiş,4.2,50,183,1730,4.0
1265000.0,30 Ekim 2023,Volkswagen,Golf,1.0 eTSI Life,2021,45000.0,Yarı Otomatik,Hibrit,Hatchback/5,Beyaz,999,110,Önden Çekiş,4.0,50,180,1780,4.0
840000.0,30 Ekim 2023,BMW,3 Serisi,320d Comfort,2012,182000.0,Otomatik,Dizel,Sedan,Beyaz,1995,184,Arkadan İtiş,5.3,60,185,1890,4.0
1700000.0,05 Ekim 2023,Fiat,Linea,1.3 Multijet Active Plus,2013,716000.0,Düz,Dizel,Sedan,Sarı,1248,95,Önden Çekiş,4.9,45,160,1696,4.0
670000.0,19 Kasım 2023,Citroen,C-Elysee,1.6 BlueHDi Live,2018,140100.0,Düz,Dizel,Sedan,Beyaz,1560,100,Önden Çekiş,3.8,50,169,1870,4.0
800000.0,19 Kasım 2023,Toyota,Yaris,1.33 Style Skypack,2016,69000.0,Otomatik,Benzin,Hatchback/5,Beyaz,1329,99,Önden Çekiş,5.1,42,202,1885,3.0
860000.0,19 Kasım 2023,Volkswagen,Polo,1.0 TSi Highline,2018,82000.0,Yarı Otomatik,Benzin,Hatchback/5,Beyaz,999,95,Önden Çekiş,4.6,40,233,1950,4.0
815000.0,19 Kasım 2023,Peugeot,508,1.6 BlueHDi Business,2016,262000.0,Otomatik,Dizel,Sedan,Beyaz,1560,122,Önden Çekiş,3.9,72,233,1950,4.0
635000.0,19 Kasım 2023,Hyundai,Accent Blue,1.6 CRDI Mode Plus,2018,99000.0,Düz,Dizel,Sedan,Beyaz,1582,136,Önden Çekiş,4.5,43,170,1660,4.0
1375000.0,19 Kasım 2023,BMW,5 Serisi,520i Premium,2015,184477.0,Otomatik,Benzin,Sedan,Beyaz,1592,170,Arkadan İtiş,6.7,70,180,1555,4.0
267000.0,19 Kasım 2023,Opel,Vectra,2.0 GLS,1997,298000.0,Düz,LPG & Benzin,Sedan,Beyaz,1998,136,Önden Çekiş,8.7,61,205,1820,4.0
610000.0,19 Kasım 2023,Volvo,C30,1.6 Premium Edition,2009,99500.0,Düz,LPG & Benzin,Hatchback/3,Bordo,1596,100,Önden Çekiş,7.0,55,166,1525,4.0
438000.0,19 Kasım 2023,Opel,Astra,1.3 CDTI Enjoy,2006,216000.0,Düz,Dizel,Hatchback/5,Füme,1248,90,Önden Çekiş,4.8,52,162,1420,4.0
270000.0,19 Kasım 2023,Fiat,Albea,Sole 1.3 Multijet Active,2010,160000.0,Düz,Dizel,Sedan,Gri (metalik),1248,70,Önden Çekiş,4.7,48,182,1730,4.0
410000.0,18 Kasım 2023,Renault,Fluence,1.5 dCi Touch,2013,235000.0,Düz,Dizel,Sedan,Beyaz,1461,90,Önden Çekiş,4.5,60,195,1870,4.0
355000.0,18 Kasım 2023,Hyundai,Accent,1.5 CRDi Admire,2005,210000.0,Düz,Dizel,Sedan,Gri,1493,82,Önden Çekiş,5.5,45,195,1870,4.0
935000.0,18 Kasım 2023,Volkswagen,Passat,1.6 TDi BlueMotion Trendline,2017,204000.0,Yarı Otomatik,Dizel,Sedan,Lacivert,1598,120,Önden Çekiş,4.0,66,156,1575,4.0
890000.0,18 Kasım 2023,Kia,Cerato,1.6 CRDi Concept Techno,2017,154000.0,Yarı Otomatik,Dizel,Sedan,Gri (Gümüş),1582,136,Önden Çekiş,4.6,50,215,2030,4.0
500000.0,18 Kasım 2023,Renault,Clio,1.2 Icon,2013,228000.0,Düz,LPG & Benzin,Hatchback/5,Kırmızı,1149,75,Önden Çekiş,5.5,45,215,2030,4.0
840000.0,18 Kasım 2023,Hyundai,i20,1.4 MPI Style Plus,2020,26000.0,Otomatik,Benzin,Hatchback/5,Füme,1368,100,Önden Çekiş,6.1,40,174,1825,4.0
695000.0,18 Kasım 2023,Renault,Clio,1.0 TCe Joy,2021,76000.0,Otomatik,Benzin,Hatchback/5,Beyaz,999,90,Önden Çekiş,5.0,42,195,1580,4.0
523000.0,18 Kasım 2023,Opel,Astra,1.3 CDTI Enjoy Elegance,2009,207469.0,Düz,Dizel,Sedan,Siyah,1248,90,Önden Çekiş,5.1,52,180,1900,4.0
515000.0,18 Kasım 2023,Opel,Corsa,1.2 Twinport Active,2014,106201.0,Yarı Otomatik,Benzin,Hatchback/5,Gri,1229,85,Önden Çekiş,5.1,45,174,1659,3.0
655000.0,18 Kasım 2023,Fiat,Egea,1.4 Fire Easy,2023,20000.0,Düz,Benzin,Sedan,Gri,1368,95,Önden Çekiş,6.4,45,185,1814,4.0
528950.0,18 Kasım 2023,Ford,Fiesta,1.4 TDCi Titanium X,2012,94000.0,Düz,Dizel,Hatchback/5,Bordo,1398,70,Önden Çekiş,4.2,45,167,1741,4.0
539950.0,18 Kasım 2023,Hyundai,i20,1.2 D-CVVT Sense,2014,59000.0,Düz,Benzin,Hatchback/5,Kahverengi,1248,85,Önden Çekiş,4.9,45,175,1763,4.0
425950.0,18 Kasım 2023,Hyundai,Getz,1.5 CRDi VGT,2008,168000.0,Düz,Dizel,Hatchback/5,Gri (Gümüş),1493,88,Önden Çekiş,4.5,45,180,1780,4.0
549950543950.0,18 Kasım 2023,Ford,Fiesta,1.4 TDCi Trend,2012,85000.0,Düz,Dizel,Hatchback/5,Beyaz,1399,70,Önden Çekiş,4.3,45,188,1630,4.0
350000.0,18 Kasım 2023,Fiat,Albea,Sole 1.3 Multijet Dynamic Plus,2012,197000.0,Düz,Dizel,Sedan,Gri (Gümüş),1248,70,Önden Çekiş,4.7,48,180,1480,4.0
855000.0,18 Kasım 2023,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2012,244000.0,Düz,Dizel,Sedan,Gri (metalik),1598,105,Önden Çekiş,4.3,70,170,1450,4.0
600000.0,18 Kasım 2023,Hyundai,Accent Blue,1.6 CRDI Mode Plus,2015,83000.0,Düz,Dizel,Sedan,Gri,1582,136,Önden Çekiş,4.5,43,183,1548,4.0
545000.0,18 Kasım 2023,Citroen,C-Elysee,1.6 HDi Attraction,2016,201000.0,Düz,Dizel,Sedan,Beyaz,1560,93,Önden Çekiş,4.3,48,175,1550,4.0
570000.0,18 Kasım 2023,Renault,Clio,1.5 dCi Icon,2014,169700.0,Düz,Dizel,Bilinmiyor,Diğer,1461,75,Önden Çekiş,3.6,45,187,1680,3.0
1125000.0,18 Kasım 2023,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2017,119000.0,Düz,Dizel,Sedan,Beyaz,1598,120,Önden Çekiş,4.0,66,201,1870,4.0
685000.0,18 Kasım 2023,Volkswagen,Golf,1.6 TDi BlueMotion Midline Plus,2013,309000.0,Düz,Dizel,Hatchback/5,Beyaz,1598,90,Önden Çekiş,3.8,50,201,1870,4.0
880000.0,18 Kasım 2023,Audi,A3,A3 Sportback 1.6 TDI Attraction,2012,119000.0,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598,105,Önden Çekiş,4.2,55,190,1650,4.0
655000.0,18 Kasım 2023,Citroen,C-Elysee,1.6 HDi Exclusive,2015,57000.0,Düz,Dizel,Sedan,Beyaz,1560,93,Önden Çekiş,4.1,48,226,2300,4.0
525000.0,18 Kasım 2023,Renault,Megane,1.5 dCi Color Edition,2011,231000.0,Düz,Dizel,Bilinmiyor,Beyaz,1461,105,Önden Çekiş,4.5,60,215,1720,4.0
165000.0,18 Kasım 2023,Tofaş,Doğan,S,1999,85000.0,Düz,LPG & Benzin,Sedan,Füme,1581,83,Arkadan İtiş,6.5,50,215,1720,4.0
525000.0,18 Kasım 2023,Volkswagen,Polo,1.2 TDi BlueMotion,2011,310000.0,Düz,Dizel,Hatchback/5,Mavi (metalik),1199,75,Önden Çekiş,3.4,45,160,1485,4.0
1175000.0,18 Kasım 2023,Skoda,SuperB,1.5 TSI Premium,2020,178000.0,Yarı Otomatik,LPG & Benzin,Hatchback/5,Gri (Gümüş),1498,150,Önden Çekiş,5.4,66,175,1490,4.0
575000.0,18 Kasım 2023,Renault,Symbol,1.5 dCi Joy,2018,71000.0,Düz,Dizel,Sedan,Beyaz,1461,90,Önden Çekiş,3.9,50,180,1771,4.0
1299000.0,18 Kasım 2023,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2018,99000.0,Yarı Otomatik,Dizel,Sedan,Siyah,1598,120,Önden Çekiş,4.0,66,170,1570,3.0
349500.0,18 Kasım 2023,Hyundai,Accent Era,1.4 Team,2009,473000.0,Düz,LPG & Benzin,Sedan,Gri (metalik),1399,97,Önden Çekiş,6.5,45,206,2073,4.0
758000.0,18 Kasım 2023,Opel,Insignia,1.6 CDTI Edition Elegance,2016,170000.0,Otomatik,Dizel,Sedan,Beyaz,1598,136,Önden Çekiş,5.0,70,145,1460,4.0
700000.0,18 Kasım 2023,Opel,Astra,1.6 CDTI Business,2015,181000.0,Düz,Dizel,Sedan,Gri (titanyum),1598,136,Önden Çekiş,4.2,56,190,1860,4.0
525000.0,18 Kasım 2023,Volkswagen,Jetta,1.6 TDi Trendline,2011,265000.0,Düz,Dizel,Sedan,Gri (Gümüş),1598,105,Önden Çekiş,4.5,55,164,1563,4.0
666000615000.0,18 Kasım 2023,Kia,Rio,1.4 CRDi Concept,2015,92900.0,Düz,Dizel,Hatchback/5,Kırmızı,1396,90,Önden Çekiş,3.9,43,170,1450,4.0
1200000.0,18 Kasım 2023,Skoda,Octavia,1.6 TDI Style,2019,137000.0,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598,115,Önden Çekiş,3.9,50,180,1735,4.0
855000.0,18 Kasım 2023,Fiat,Egea,1.3 Multijet Easy Plus,2023,23000.0,Düz,Dizel,Sedan,Gri (Gümüş),1248,95,Önden Çekiş,4.1,50,225,1970,4.0
500000.0,18 Kasım 2023,Hyundai,i20,1.4 CRDi Jump,2013,235000.0,Düz,Dizel,Hatchback/5,Gri,1396,90,Önden Çekiş,4.3,45,185,1755,4.0
805000.0,18 Kasım 2023,Renault,Megane,1.5 dCi Touch,2018,120000.0,Yarı Otomatik,Dizel,Sedan,Gri (titanyum),1461,110,Önden Çekiş,3.8,49,190,1825,4.0
495000.0,18 Kasım 2023,Toyota,Corolla,1.6 Sol,2006,256000.0,Düz,LPG & Benzin,Sedan,Füme,1598,110,Önden Çekiş,6.5,55,190,1670,4.0
605000.0,18 Kasım 2023,Citroen,C3 Picasso,1.6 HDi SX,2010,182000.0,Düz,Dizel,MPV,Yeşil (metalik),1560,91,Önden Çekiş,4.7,50,172,1730,4.0
675053.0,18 Kasım 2023,Renault,Fluence,1.5 dCi Icon,2015,275000.0,Düz,Dizel,Sedan,Bej,1461,110,Önden Çekiş,4.6,60,172,1565,4.0
590000.0,19 Kasım 2023,Volkswagen,Golf,1.6 FSi Comfortline Plus,2006,213000.0,Yarı Otomatik,Benzin,Hatchback/5,Mavi (metalik),1598,115,Önden Çekiş,8.0,55,186,1675,4.0
285000.0,19 Kasım 2023,Fiat,Palio,1.4 EL,2001,177000.0,Düz,LPG & Benzin,Hatchback/5,Kırmızı,1368,77,Önden Çekiş,6.1,51,162,1579,4.0
339500.0,19 Kasım 2023,Peugeot,307,1.4 HDi XR,2003,275000.0,Düz,Dizel,Hatchback/5,Siyah,1398,69,Önden Çekiş,4.5,60,168,1475,4.0
495000.0,19 Kasım 2023,Fiat,Punto,1.3 Multijet Lounge,2012,190000.0,Düz,Dizel,Hatchback/5,Siyah,1248,75,Önden Çekiş,4.2,45,168,1475,4.0
765000.0,19 Kasım 2023,Renault,Megane,1.5 dCi Touch,2017,114000.0,Yarı Otomatik,Dizel,Sedan,Füme,1461,110,Önden Çekiş,3.8,49,164,1535,4.0
940000.0,19 Kasım 2023,Honda,Civic,1.6 i-VTEC ECO Elegance,2016,86000.0,Otomatik,LPG & Benzin,Sedan,Siyah,1598,125,Önden Çekiş,6.7,50,177,1630,4.0
760000.0,19 Kasım 2023,Ford,Focus,1.6 Ti-VCT Trend X,2013,99160.0,Yarı Otomatik,LPG & Benzin,Sedan,Gri (Gümüş),1596,125,Önden Çekiş,6.0,55,160,1485,4.0
290000.0,19 Kasım 2023,Hyundai,Sonata,2.5 GLS,1999,357000.0,Otomatik,LPG & Benzin,Sedan,Beyaz,2493,160,Önden Çekiş,10.0,65,161,1470,4.0
765000.0,19 Kasım 2023,Volkswagen,Golf,1.6 TDi Comfortline,2013,190000.0,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598,105,Önden Çekiş,3.9,50,195,2000,4.0
270000.0,19 Kasım 2023,Hyundai,Accent,1.3 LX,2000,291000.0,Düz,LPG & Benzin,Sedan,Beyaz,1341,86,Önden Çekiş,6.1,45,190,1650,4.0
530000.0,18 Kasım 2023,Chevrolet,Cruze,1.6 WTCC Edition Plus,2012,176000.0,Otomatik,Benzin,Sedan,Gri,1598,124,Önden Çekiş,7.4,60,185,1760,4.0
770000.0,19 Kasım 2023,Volkswagen,Jetta,1.2 TSi Trendline,2012,148000.0,Düz,Benzin,Sedan,Beyaz,1197,105,Önden Çekiş,5.7,55,204,2125,4.0
785000.0,18 Kasım 2023,Peugeot,508,1.6 BlueHDi Business,2017,230000.0,Otomatik,Dizel,Sedan,Siyah,1560,122,Önden Çekiş,3.9,72,160,1485,4.0
845000.0,18 Kasım 2023,Peugeot,508,1.6 BlueHDi Business,2017,183000.0,Otomatik,Dizel,Sedan,Siyah,1560,122,Önden Çekiş,3.9,72,188,1630,4.0
213000.0,19 Kasım 2023,Hyundai,Accent,1.3 LS,1997,320000.0,Düz,LPG & Benzin,Sedan,Mavi (metalik),1341,75,Önden Çekiş,7.4,45,196,1825,4.0
725000.0,19 Kasım 2023,Opel,Corsa,1.2 Edition,2020,51100.0,Düz,Benzin,Hatchback/5,Siyah,1199,75,Önden Çekiş,4.1,40,166,1500,4.0
510000.0,19 Kasım 2023,Toyota,Yaris,1.0 Terra,2006,116000.0,Yarı Otomatik,Benzin,Hatchback/5,Gri (Gümüş),998,69,Önden Çekiş,5.4,42,203,1350,4.0
353000.0,19 Kasım 2023,Renault,Symbol,1.5 dCi Authentique,2010,315000.0,Düz,Dizel,Sedan,Gri,1461,65,Önden Çekiş,4.5,50,185,1675,4.0
420000.0,19 Kasım 2023,Volkswagen,Polo,1.4 Basicline,2004,180000.0,Düz,Benzin,Hatchback/5,Mavi (metalik),1390,75,Önden Çekiş,6.4,45,170,1660,4.0
395000.0,19 Kasım 2023,Opel,Corsa,1.3 CDTI Essentia,2004,223000.0,Düz,Dizel,Hatchback/5,Yeşil,1248,70,Önden Çekiş,4.5,44,165,1560,4.0
710000.0,19 Kasım 2023,Ford,Focus,1.6 Ti-VCT Titanium,2013,126000.0,Yarı Otomatik,Benzin,Sedan,Beyaz,1596,125,Önden Çekiş,6.0,55,182,1730,4.0
1770000.0,19 Kasım 2023,Audi,A4,A4 Sedan 2.0 TDI Quattro Dynamic,2016,68500.0,Yarı Otomatik,Dizel,Sedan,Beyaz,1968,190,4WD (Sürekli),4.4,58,155,1460,3.0
325000.0,19 Kasım 2023,Fiat,Marea,1.6 Liberty,2004,230000.0,Düz,LPG & Benzin,Sedan,Füme,1596,103,Önden Çekiş,8.1,63,183,1730,4.0
690000.0,19 Kasım 2023,Toyota,Corolla,1.33 Life,2015,67000.0,Düz,LPG & Benzin,Sedan,Beyaz,1329,99,Önden Çekiş,5.8,55,160,1535,4.0
375000.0,19 Kasım 2023,Dacia,Logan,1.5 dCi Ambiance,2008,119000.0,Düz,Dizel,Sedan,Gri,1461,70,Önden Çekiş,5.1,50,160,1535,4.0
286000.0,19 Kasım 2023,Peugeot,406,2.0 SV,1997,360000.0,Düz,LPG & Benzin,Sedan,Kahverengi,1998,134,Önden Çekiş,9.1,70,164,1563,4.0
465000.0,19 Kasım 2023,Ford,Focus,1.6 Comfort,2010,166000.0,Otomatik,Benzin,Hatchback/5,Gri,1596,100,Önden Çekiş,6.7,55,197,1675,4.0
950000.0,19 Kasım 2023,Skoda,Rapid,1.0 TSI GreenTec Style,2018,73000.0,Yarı Otomatik,Benzin,Hatchback/5,Beyaz,999,95,Önden Çekiş,4.6,55,185,1675,4.0
525000.0,19 Kasım 2023,Fiat,Linea,1.3 Multijet Active Plus,2013,164500.0,Düz,Dizel,Sedan,Gri (metalik),1248,95,Önden Çekiş,4.9,45,169,1255,4.0
710000.0,19 Kasım 2023,Skoda,SuperB,1.6 TDI Comfort,2011,330000.0,Düz,Dizel,Sedan,Kahverengi,1598,105,Önden Çekiş,5.0,60,215,1879,4.0
730000.0,19 Kasım 2023,Renault,Clio,1.0 TCe Joy,2020,68000.0,Otomatik,Benzin,Hatchback/5,Mavi (metalik),999,100,Önden Çekiş,5.0,42,196,1825,4.0
340000.0,19 Kasım 2023,Citroen,C5,1.6 HDi SX PK,2006,385000.0,Düz,Dizel,Sedan,Altın,1560,111,Önden Çekiş,5.4,66,205,1950,6.0
315000.0,19 Kasım 2023,Fiat,Albea,Sole 1.3 Multijet Dynamic,2012,699000.0,Düz,Dizel,Sedan,Gri (metalik),1248,70,Önden Çekiş,4.7,48,192,1793,4.0
660000.0,19 Kasım 2023,Fiat,Egea,1.3 Multijet Easy,2016,60000.0,Düz,Dizel,Sedan,Beyaz,1248,95,Önden Çekiş,4.1,45,196,1825,4.0
280000.0,19 Kasım 2023,Renault,Megane,1.6 Coupe Privilege,2000,200000.0,Düz,LPG & Benzin,Bilinmiyor,Diğer,1598,107,Önden Çekiş,6.9,60,190,1945,4.0
440000.0,19 Kasım 2023,Opel,Astra,1.3 CDTI Essentia,2008,229000.0,Düz,Dizel,Hatchback/5,Gri,1248,90,Önden Çekiş,4.8,52,195,1595,4.0
745000.0,19 Kasım 2023,Opel,Insignia,1.4 T Edition Elegance,2012,111000.0,Düz,LPG & Benzin,Sedan,Gri,1364,140,Önden Çekiş,5.6,70,198,1505,4.0
620000.0,19 Kasım 2023,Hyundai,Accent Era,1.5 CRDi Prime,2012,196500.0,Otomatik,Dizel,Sedan,Beyaz,1493,110,Önden Çekiş,5.9,45,160,1535,4.0
830000.0,19 Kasım 2023,Renault,Clio,1.0 TCe Joy,2023,55.0,Otomatik,Benzin,Hatchback/5,Beyaz,999,90,Önden Çekiş,5.0,42,190,1715,4.0
375000.0,19 Kasım 2023,Opel,Astra,1.3 CDTI Enjoy,2005,330000.0,Düz,Dizel,Hatchback/5,Gri,1248,90,Önden Çekiş,4.8,52,197,1762,4.0
935000.0,19 Kasım 2023,Seat,Leon,1.6 TDI Style,2017,155500.0,Yarı Otomatik,Dizel,Hatchback/5,Füme,1598,115,Önden Çekiş,4.1,50,172,1775,4.0
770000.0,19 Kasım 2023,Mercedes - Benz,E,270 CDI Elegance,2003,385000.0,Otomatik,Dizel,Sedan,Gri (Gümüş),2685,177,Arkadan İtiş,6.8,80,215,1879,4.0
415000.0,19 Kasım 2023,Opel,Astra,1.6 GL,2000,238000.0,Düz,LPG & Benzin,Hatchback/5,Beyaz,1598,100,Önden Çekiş,7.4,52,215,1879,4.0
340000.0,19 Kasım 2023,Hyundai,Accent,1.5 GLS,2000,185.0,Düz,LPG & Benzin,Sedan,Gri (Gümüş),1495,99,Önden Çekiş,8.1,45,190,1944,4.0
939000.0,19 Kasım 2023,Opel,Corsa,1.2 Turbo Elegance,2022,6200.0,Otomatik,Benzin,Hatchback/5,Mavi,1199,100,Önden Çekiş,4.3,44,180,1650,4.0
