Fiyat,Marka,Yıl,Kilometre,Vites Tipi,Yakıt Tipi,Kasa Tipi,Renk,Motor_Hacmi,Motor_Gucu,Çekiş,Ort_Yakit_Tuketimi,Yakit_Deposu,Agirlik,Silindir_Sayisi,Maksimum Hız
490000.0,Skoda,2011,239000.0,Düz,LPG & Benzin,Hatchback/5,Siyah,1390,85,Önden Çekiş,5.9,45,1730,4.0,172
1150000.0,Ford,2018,62000.0,Otomatik,Dizel,Hatchback/5,Mavi,1500,120,Önden Çekiş,4.4,47,1525,4.0,166
990000.0,Honda,2017,116000.0,Otomatik,LPG & Benzin,Sedan,Füme,1597,125,Önden Çekiş,6.7,47,1609,4.0,167
640000.0,Nissan,2014,105000.0,Otomatik,Benzin,Hatchback/5,Beyaz,1198,80,Önden Çekiş,5.4,41,1370,4.0,163
560000.0,Renault,2016,132000.0,Yarı Otomatik,Dizel,Sedan,Beyaz,1461,110,Önden Çekiş,4.4,60,1765,4.0,184
545000.0,Peugeot,2013,168500.0,Düz,Dizel,Sedan,Beyaz,1560,93,Önden Çekiş,4.3,50,1765,4.0,184
463000.0,Opel,2005,156000.0,Düz,LPG & Benzin,Hatchback/5,Mavi (metalik),1598,103,Önden Çekiş,6.6,52,1440,4.0,162
750000.0,Toyota,2013,77000.0,Otomatik,Benzin,Hatchback/5,Beyaz,1329,99,Önden Çekiş,5.0,42,1840,4.0,203
355000.0,Ford,2006,235000.0,Düz,Dizel,Hatchback/5,Gri (Gümüş),1399,68,Önden Çekiş,4.3,45,1720,4.0,215
460000.0,Ford,2010,280000.0,Otomatik,LPG & Benzin,Hatchback/5,Mavi (metalik),1596,100,Önden Çekiş,6.7,55,1825,4.0,198
495000.0,Toyota,2005,251000.0,Düz,LPG & Benzin,Sedan,Gri,1598,110,Önden Çekiş,6.5,55,1825,4.0,198
370000.0,Opel,2000,206000.0,Düz,LPG & Benzin,Hatchback/5,Yeşil,1598,100,Önden Çekiş,7.4,52,1515,4.0,185
495000.0,Opel,2004,272000.0,Düz,LPG & Benzin,Hatchback/5,Gri (Gümüş),1598,100,Önden Çekiş,7.5,61,1619,3.0,196
1500000.0,Volvo,2018,78000.0,Otomatik,Benzin,Sedan,Gri,1498,152,Önden Çekiş,5.8,67,1600,4.0,173
1065000.0,Volkswagen,2016,78500.0,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598,110,Önden Çekiş,3.9,50,1545,4.0,167
1080000.0,Hyundai,2022,15500.0,Düz,Benzin,Sedan,Beyaz,1598,123,Önden Çekiş,6.2,47,1475,4.0,165
510000.0,Peugeot,2013,176000.0,Düz,Dizel,Sedan,Beyaz,1560,93,Önden Çekiş,4.3,50,1730,4.0,187
185000.0,Tofaş,1994,200000.0,Düz,LPG & Benzin,Sedan,Bej,1581,83,Arkadan İtiş,6.5,50,1865,4.0,195
690000.0,Citroen,2021,22500.0,Düz,Benzin,Hatchback/5,Beyaz,1199,110,Önden Çekiş,4.4,45,1548,4.0,180
650000.0,Ford,2011,180000.0,Düz,Benzin,Sedan,Gri (titanyum),1596,115,Önden Çekiş,6.6,55,1745,3.0,173
530000.0,Ford,2012,171800.0,Düz,Dizel,Hatchback/5,Beyaz,1398,70,Önden Çekiş,4.2,45,1520,3.0,163
950000.0,Volkswagen,2014,84000.0,Yarı Otomatik,Benzin,Hatchback/5,Beyaz,1395,122,Önden Çekiş,5.0,50,1630,4.0,180
250000.0,Fiat,1998,317000.0,Düz,LPG & Benzin,Sedan,Yeşil,1581,103,Önden Çekiş,8.1,63,1820,4.0,185
450000.0,Opel,2005,195000.0,Yarı Otomatik,LPG & Benzin,Hatchback/5,Gri,1598,105,Önden Çekiş,6.5,52,1485,4.0,160
442500.0,Opel,2008,195000.0,Düz,LPG & Benzin,Hatchback/5,Siyah,1598,115,Önden Çekiş,6.7,52,1680,4.0,229
510000.0,Opel,2013,185350.0,Düz,LPG & Benzin,Hatchback/5,Gri,1598,115,Önden Çekiş,6.5,52,1730,4.0,203
550000.0,Renault,2017,223000.0,Düz,Dizel,Hatchback/5,Beyaz,1461,75,Önden Çekiş,3.6,45,1630,4.0,182
1270000.0,Peugeot,2019,59000.0,Otomatik,Dizel,Sedan,Mavi,1499,130,Önden Çekiş,3.8,55,1515,4.0,167
935000.0,Volkswagen,2013,223000.0,Yarı Otomatik,Dizel,Hatchback/5,Siyah,1598,105,Önden Çekiş,3.9,50,1660,4.0,170
415000.0,Ford,2006,277000.0,Düz,Dizel,Hatchback/5,Gri,1399,68,Önden Çekiş,4.4,45,1955,4.0,200
830000.0,BMW,2014,226000.0,Otomatik,Benzin,Hatchback/5,Siyah,1598,136,Arkadan İtiş,5.7,52,2050,4.0,218
910000.0,Seat,2018,128800.0,Yarı Otomatik,Dizel,Hatchback/5,Gri,1598,115,Önden Çekiş,4.1,50,1730,4.0,183
830000.0,Opel,2011,125000.0,Düz,Benzin,Sedan,Beyaz,1598,115,Önden Çekiş,7.5,70,1475,4.0,190
484000.0,Skoda,2007,335000.0,Otomatik,Dizel,Sedan,Siyah,1896,131,Önden Çekiş,5.7,62,1850,4.0,206
435000.0,Renault,2011,250000.0,Düz,Dizel,Sedan,Gri (Gümüş),1461,105,Önden Çekiş,4.5,60,1734,3.0,189
580000.0,Volkswagen,2013,222500.0,Düz,Benzin,Sedan,Füme,1197,105,Önden Çekiş,5.7,55,1722,4.0,190
873000.0,Mercedes - Benz,2013,103175.0,Düz,Benzin,Hatchback/5,Beyaz,1595,122,Önden Çekiş,5.8,50,1550,4.0,170
650000.0,Ford,2011,195000.0,Düz,LPG & Benzin,Hatchback/5,Gri,1596,125,Önden Çekiş,5.9,55,1485,4.0,170
358000.0,Renault,2005,290000.0,Düz,Dizel,Hatchback/3,Gri,1461,86,Önden Çekiş,4.4,55,2020,4.0,182
365000.0,Seat,2004,230300.0,Düz,LPG & Benzin,Hatchback/5,Kahverengi,1390,100,Önden Çekiş,6.6,45,1675,4.0,185
698000.0,Volkswagen,2011,115000.0,Düz,Benzin,Sedan,Gri (metalik),1197,105,Önden Çekiş,5.7,55,1380,4.0,195
355000.0,Peugeot,2007,143000.0,Düz,LPG & Benzin,Sedan,Beyaz,1360,76,Önden Çekiş,6.5,50,1720,4.0,215
570000.0,Fiat,2018,174000.0,Düz,Dizel,Sedan,Beyaz,1248,95,Önden Çekiş,4.1,45,1770,4.0,175
620000.0,Renault,2018,121000.0,Düz,Dizel,Sedan,Beyaz,1461,90,Önden Çekiş,3.7,49,1595,4.0,195
620000.0,Volkswagen,2009,220000.0,Otomatik,Benzin,Sedan,Gri (Gümüş),1798,160,Önden Çekiş,8.2,70,1960,4.0,208
330500.0,Peugeot,2006,292000.0,Düz,Dizel,Hatchback/5,Siyah,1560,112,Önden Çekiş,4.9,60,1641,4.0,180
819000.0,Volkswagen,2014,250.0,Yarı Otomatik,Dizel,Sedan,Beyaz,1598,105,Önden Çekiş,4.7,55,1579,4.0,162
795500.0,Mercedes - Benz,2005,210000.0,Otomatik,LPG & Benzin,Sedan,Diğer,1796,143,Arkadan İtiş,8.4,62,1730,4.0,187
499999.0,Volkswagen,2004,238500.0,Düz,Benzin,Hatchback/5,Siyah,1598,115,Önden Çekiş,6.7,55,1595,4.0,195
370000.0,Renault,2007,249000.0,Düz,Dizel,Sedan,Gri,1461,80,Önden Çekiş,4.7,50,1810,4.0,172
965000.0,Volkswagen,2016,86000.0,Düz,Benzin,Hatchback/5,Beyaz,1395,125,Önden Çekiş,5.2,50,1609,4.0,167
590000.0,Ford,2013,244000.0,Düz,Dizel,Sedan,Gri,1560,95,Önden Çekiş,4.2,53,1440,4.0,174
605000.0,Seat,2016,87000.0,Düz,Benzin,Hatchback/5,Beyaz,1197,90,Önden Çekiş,4.9,45,2150,4.0,189
628000.0,Mitsubishi,2011,118000.0,Düz,LPG & Benzin,Sedan,Siyah,1499,109,Önden Çekiş,6.4,59,1480,4.0,160
635000.0,Kia,2013,70000.0,Otomatik,Benzin,Hatchback/5,Kırmızı,1248,85,Önden Çekiş,5.6,35,1730,4.0,187
420000.0,Fiat,2011,192125.0,Düz,Benzin,Hatchback/5,Gri,1368,77,Önden Çekiş,5.9,45,2010,4.0,200
735000.0,Hyundai,2017,108000.0,Düz,Benzin,Hatchback/5,Beyaz,1248,84,Önden Çekiş,5.1,50,1755,4.0,185
480000.0,Hyundai,2013,137200.0,Düz,Dizel,Hatchback/5,Beyaz,1396,90,Önden Çekiş,4.3,45,1480,4.0,175
690000.0,Fiat,2016,122000.0,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598,120,Önden Çekiş,3.8,50,1460,4.0,170
620000.0,Opel,2015,220019.0,Düz,Dizel,Sedan,Beyaz,1598,110,Önden Çekiş,3.7,56,1559,4.0,175
525000.0,Honda,2006,347000.0,Düz,LPG & Benzin,Sedan,Gri (Gümüş),1595,125,Önden Çekiş,6.7,50,1800,4.0,192
400000.0,Fiat,2004,71000.0,Düz,Benzin,Sedan,Gri,1242,80,Önden Çekiş,7.0,47,1645,4.0,193
400000.0,Renault,2011,222717.0,Düz,Dizel,Sedan,Gri,1461,65,Önden Çekiş,4.5,50,1550,3.0,169
480000.0,Opel,2008,212000.0,Düz,Dizel,Sedan,Gri (titanyum),1248,90,Önden Çekiş,5.1,52,1820,4.0,210
565000.0,Renault,2017,184000.0,Düz,Dizel,Sedan,Beyaz,1461,90,Önden Çekiş,3.9,50,1900,4.0,171
605000.0,Mazda,2012,189000.0,Düz,Dizel,Sedan,Siyah,1560,109,Önden Çekiş,4.3,55,1670,4.0,190
318000.0,Renault,2005,200000.0,Düz,LPG & Benzin,Sedan,Gri (Gümüş),1390,98,Önden Çekiş,7.0,50,1575,4.0,203
662000.0,Renault,2013,61000.0,Otomatik,Benzin,Hatchback/5,Beyaz,1598,115,Önden Çekiş,6.4,60,2160,4.0,235
570000.0,Volkswagen,2004,88000.0,Düz,Benzin,Hatchback/3,Beyaz,1595,105,Önden Çekiş,6.8,55,2160,4.0,235
670000.0,Ford,2013,196000.0,Düz,Dizel,Hatchback/5,Beyaz,1560,95,Önden Çekiş,4.2,53,1814,4.0,185
293000.0,Suzuki,2001,163000.0,Otomatik,LPG & Benzin,Hatchback/5,Lacivert,1298,69,Önden Çekiş,5.9,40,1810,4.0,188
445000.0,Hyundai,2009,203000.0,Düz,LPG & Benzin,Hatchback/5,Kırmızı,1248,78,Önden Çekiş,5.2,45,1640,4.0,158
265000.0,Tofaş,1998,40.0,Düz,LPG & Benzin,Sedan,Bordo,1581,83,Arkadan İtiş,6.5,50,1665,4.0,165
430000.0,Ford,2003,233000.0,Düz,LPG & Benzin,Hatchback/5,Gri,1596,100,Önden Çekiş,6.8,55,1693,4.0,197
515000.0,Fiat,2017,135500.0,Düz,Dizel,Sedan,Beyaz,1248,95,Önden Çekiş,4.9,45,1539,4.0,183
500000.0,Renault,2009,255000.0,Düz,Dizel,Sedan,Gri (Gümüş),1461,105,Önden Çekiş,4.9,60,1535,4.0,164
1065000.0,Volkswagen,2015,137000.0,Yarı Otomatik,Dizel,Sedan,Beyaz,1598,120,Önden Çekiş,4.0,66,1820,4.0,192
425000.0,Citroen,2006,307000.0,Düz,Dizel,Hatchback/5,Bej,1560,111,Önden Çekiş,4.8,60,2110,4.0,210
460000.0,Ford,2006,222000.0,Düz,Dizel,Sedan,Mavi,1560,110,Önden Çekiş,4.8,55,1651,4.0,168
592000.0,Hyundai,2017,228000.0,Düz,Dizel,Hatchback/5,Beyaz,1396,90,Önden Çekiş,3.9,45,1548,4.0,180
685000.0,Audi,2011,151000.0,Yarı Otomatik,Benzin,Hatchback/3,Beyaz,1390,122,Önden Çekiş,5.2,45,1900,4.0,193
600000.0,Opel,2010,170000.0,Yarı Otomatik,Dizel,Hatchback/5,Füme,1248,90,Önden Çekiş,5.0,52,1555,4.0,180
490000.0,Chevrolet,2011,218000.0,Düz,LPG & Benzin,Sedan,Beyaz,1598,124,Önden Çekiş,6.5,60,1840,3.0,160
298000.0,Hyundai,1998,228000.0,Otomatik,LPG & Benzin,Hatchback/5,Mavi,1495,92,Önden Çekiş,7.8,45,1550,4.0,192
315000.0,Seat,2006,200000.0,Düz,Dizel,Hatchback/5,Füme,1422,80,Önden Çekiş,4.4,45,1980,4.0,190
725000.0,Opel,2016,60800.0,Otomatik,Benzin,Hatchback/5,Mavi,1399,150,Önden Çekiş,5.5,52,1688,3.0,163
720000.0,Renault,2012,178000.0,Yarı Otomatik,Dizel,Station wagon,Beyaz,1461,110,Önden Çekiş,4.2,60,2005,4.0,197
280000.0,Tata,2006,130000.0,Düz,Dizel,Hatchback/5,Beyaz,1405,70,Önden Çekiş,8.0,37,1660,3.0,198
625000.0,Renault,2014,186000.0,Düz,Dizel,Sedan,Beyaz,1461,90,Önden Çekiş,4.5,60,2025,4.0,184
1100000.0,Ford,2019,50000.0,Otomatik,Dizel,Hatchback/5,Gri (Gümüş),1500,120,Önden Çekiş,4.3,47,2000,4.0,195
530000.0,Renault,2013,176000.0,Düz,Dizel,Hatchback/5,Gri,1461,75,Önden Çekiş,3.6,45,1490,4.0,172
755000.0,Volkswagen,2016,66000.0,Yarı Otomatik,Benzin,Hatchback/5,Beyaz,1197,90,Önden Çekiş,4.7,45,1490,4.0,172
599000.0,Ford,2012,182000.0,Düz,Dizel,Station wagon,Kahverengi,1560,115,Önden Çekiş,5.3,53,2020,4.0,207
1050000.0,Honda,2017,72000.0,Otomatik,LPG & Benzin,Sedan,Beyaz,1597,125,Önden Çekiş,6.7,47,2119,4.0,193
584000.0,Opel,2014,207000.0,Düz,Dizel,Hatchback/5,Beyaz,1598,110,Önden Çekiş,3.9,56,1900,4.0,180
520000.0,Ford,2011,187000.0,Otomatik,LPG & Benzin,Hatchback/5,Gri (titanyum),1388,96,Önden Çekiş,6.5,42,1563,4.0,164
620000.0,Peugeot,2012,231000.0,Yarı Otomatik,Dizel,Sedan,Beyaz,1560,114,Önden Çekiş,4.4,72,1757,4.0,172
875000.0,Seat,2017,142000.0,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598,115,Önden Çekiş,4.1,50,1704,3.0,178
770000.0,Volkswagen,2013,194600.0,Düz,Dizel,Sedan,Gri,1598,105,Önden Çekiş,4.3,70,1740,4.0,191
355000.0,Volkswagen,2000,254000.0,Düz,LPG & Benzin,Hatchback/5,Mavi (metalik),1390,75,Önden Çekiş,6.2,45,1739,4.0,198
288000.0,Opel,1999,288.0,Düz,LPG & Benzin,Hatchback/3,Füme,1598,100,Önden Çekiş,7.4,52,1785,4.0,175
450000.0,Renault,2009,118000.0,Düz,LPG & Benzin,Hatchback/5,Kırmızı,1149,75,Önden Çekiş,5.9,55,1580,4.0,177
310000.0,Volkswagen,1999,374000.0,Düz,LPG & Benzin,Hatchback/5,Kırmızı,1595,101,Önden Çekiş,7.6,55,1840,4.0,195
335000.0,Hyundai,2009,166000.0,Düz,LPG & Benzin,Sedan,Sarı,1399,97,Önden Çekiş,6.5,45,1915,3.0,200
915000.0,Volkswagen,2013,194500.0,Yarı Otomatik,Dizel,Sedan,Beyaz,1598,105,Önden Çekiş,4.7,70,1900,4.0,205
825000.0,Ford,2015,141000.0,Yarı Otomatik,LPG & Benzin,Sedan,Beyaz,1596,125,Önden Çekiş,6.3,55,1585,4.0,177
508000.0,Toyota,2007,240000.0,Yarı Otomatik,Dizel,Sedan,Gri,1364,90,Önden Çekiş,4.9,55,1762,4.0,197
435000.0,Renault,2009,202500.0,Düz,LPG & Benzin,Sedan,Gri (metalik),1390,75,Önden Çekiş,7.1,50,1762,4.0,197
480000.0,Hyundai,2011,140000.0,Düz,Dizel,Hatchback/5,Gri,1493,88,Önden Çekiş,4.5,45,1670,4.0,175
525000.0,Toyota,2009,193850.0,Yarı Otomatik,Dizel,Hatchback/5,Siyah,1364,90,Önden Çekiş,5.0,55,1655,4.0,180
585000.0,Hyundai,2012,140000.0,Otomatik,LPG & Benzin,Hatchback/5,Gri (Gümüş),1396,100,Önden Çekiş,5.8,45,1825,4.0,198
658000.0,Hyundai,2012,151000.0,Düz,Dizel,Sedan,Gri (Gümüş),1582,128,Önden Çekiş,4.4,43,1825,4.0,198
1350000.0,BMW,2017,105000.0,Otomatik,Benzin,Sedan,Siyah,1499,136,Arkadan İtiş,5.0,60,1535,4.0,160
640000.0,Chevrolet,2012,71405.0,Düz,LPG & Benzin,Hatchback/5,Siyah,1364,140,Önden Çekiş,5.6,60,1555,4.0,180
610000.0,Peugeot,2017,177000.0,Düz,Dizel,Sedan,Gri,1560,93,Önden Çekiş,4.3,50,1750,4.0,193
730000.0,Opel,2012,84000.0,Otomatik,Benzin,Hatchback/5,Beyaz,1364,140,Önden Çekiş,6.8,56,1505,4.0,165
680000.0,Ford,2014,100000.0,Düz,LPG & Benzin,Sedan,Beyaz,1596,125,Önden Çekiş,6.0,55,2020,4.0,192
620000.0,Peugeot,2017,69000.0,Düz,Benzin,Hatchback/5,Kırmızı,1199,83,Önden Çekiş,4.5,50,1670,4.0,190
720000.0,Toyota,2016,138000.0,Düz,LPG & Benzin,Hatchback/5,Beyaz,1329,99,Önden Çekiş,5.8,50,1888,4.0,194
645000.0,Volkswagen,2012,245000.0,Düz,Dizel,Hatchback/5,Siyah,1598,105,Önden Çekiş,4.5,55,2073,4.0,206
395000.0,Renault,2003,309000.0,Düz,LPG & Benzin,Sedan,Bordo,1598,115,Önden Çekiş,6.9,60,1935,4.0,202
518000.0,Hyundai,2011,111000.0,Düz,LPG & Benzin,Sedan,Gri (Gümüş),1399,97,Önden Çekiş,6.5,45,1575,4.0,167
646000.0,Toyota,2006,153400.0,Düz,LPG & Benzin,Sedan,Gri (Gümüş),1598,110,Önden Çekiş,6.5,55,2000,3.0,210
560000.0,Citroen,2015,58000.0,Düz,Benzin,Hatchback/5,Beyaz,1397,96,Önden Çekiş,6.1,60,1568,4.0,191
180000.0,Lada,2000,180000.0,Düz,LPG & Benzin,Sedan,Yeşil,1596,90,Önden Çekiş,6.8,43,1579,4.0,162
960000.0,Toyota,2018,59500.0,Yarı Otomatik,Dizel,Sedan,Beyaz,1364,90,Önden Çekiş,4.1,55,1885,3.0,210
590000.0,Ford,2014,117800.0,Düz,Dizel,Hatchback/5,Beyaz,1498,75,Önden Çekiş,3.7,42,1660,4.0,170
400000.0,Renault,2007,180000.0,Düz,Benzin,Sedan,Beyaz,1390,98,Önden Çekiş,7.3,50,1945,4.0,176
1200000.0,BMW,2017,110000.0,Otomatik,Dizel,Hatchback/5,Beyaz,1496,116,Arkadan İtiş,4.1,52,1945,4.0,176
480000.0,Dacia,2012,180000.0,Düz,Dizel,Hatchback/5,Gri,1461,90,Önden Çekiş,5.0,50,1730,4.0,183
620000.0,Hyundai,2012,71000.0,Düz,LPG & Benzin,Sedan,Gri,1396,108,Önden Çekiş,5.9,43,1548,4.0,180
400000.0,Seat,2006,278000.0,Düz,Dizel,Sedan,Siyah,1422,80,Önden Çekiş,4.6,45,1800,4.0,190
875000.0,Opel,2013,66000.0,Otomatik,Benzin,Sedan,Beyaz,1598,170,Önden Çekiş,6.6,70,1793,4.0,192
600000.0,Volkswagen,2011,216000.0,Yarı Otomatik,Benzin,Hatchback/3,Siyah,1390,180,Önden Çekiş,5.8,45,1440,4.0,162
810000.0,Volkswagen,2014,165000.0,Yarı Otomatik,Benzin,Sedan,Beyaz,1197,105,Önden Çekiş,5.4,55,1762,4.0,197
650000.0,Peugeot,2015,176000.0,Düz,Dizel,Hatchback/5,Beyaz,1560,93,Önden Çekiş,3.7,53,1690,4.0,172
395000.0,Hyundai,2011,190000.0,Düz,Dizel,Sedan,Gri,1493,110,Önden Çekiş,4.6,45,1733,4.0,175
302000.0,Peugeot,2004,266000.0,Düz,LPG & Benzin,Hatchback/5,Gri,1587,110,Önden Çekiş,7.2,60,2020,4.0,208
495000.0,Opel,2011,160000.0,Düz,LPG & Benzin,Hatchback/5,Beyaz,1364,100,Önden Çekiş,5.5,45,1535,4.0,160
500000.0,Fiat,2018,125000.0,Düz,Dizel,Hatchback/5,Beyaz,1248,75,Önden Çekiş,4.2,45,1535,4.0,160
1400000.0,Mercedes - Benz,2012,137000.0,Otomatik,Benzin,Sedan,Beyaz,1595,156,Arkadan İtiş,6.4,59,1535,4.0,160
225000.0,Fiat,2007,245000.0,Düz,Dizel,Sedan,Beyaz,1248,70,Önden Çekiş,4.7,48,1730,4.0,172
610000.0,Mazda,2012,268000.0,Düz,Dizel,Sedan,Beyaz,1560,115,Önden Çekiş,4.3,55,1745,4.0,188
487000.0,Renault,2012,153000.0,Düz,Dizel,Hatchback/5,Kırmızı,1461,90,Önden Çekiş,3.6,45,1750,4.0,191
619000.0,Honda,2011,149000.0,Otomatik,LPG & Benzin,Sedan,Siyah,1595,125,Önden Çekiş,6.7,50,1740,4.0,192
465000.0,Renault,2007,221000.0,Düz,Dizel,Hatchback/5,Mavi (metalik),1461,80,Önden Çekiş,4.6,60,1820,4.0,215
695000.0,Toyota,2011,131000.0,Düz,LPG & Benzin,Sedan,Beyaz,1598,132,Önden Çekiş,6.6,60,1500,4.0,162
459000.0,Mitsubishi,2009,172000.0,Otomatik,Benzin,Hatchback/5,Bordo,1332,95,Önden Çekiş,5.6,47,1985,4.0,225
360000.0,Fiat,2004,210000.0,Düz,Dizel,Hatchback/5,Yeşil,1251,70,Önden Çekiş,4.5,47,1585,4.0,170
645000.0,Hyundai,2016,220000.0,Düz,LPG & Benzin,Hatchback/5,Beyaz,1248,84,Önden Çekiş,5.1,50,1595,4.0,195
760000.0,Toyota,2014,113300.0,Düz,Benzin,Sedan,Beyaz,1329,99,Önden Çekiş,5.8,55,1595,4.0,195
490000.0,Volkswagen,2013,311000.0,Düz,Dizel,Hatchback/5,Beyaz,1199,75,Önden Çekiş,3.8,45,1805,4.0,171
780000.0,Hyundai,2013,99800.0,Otomatik,Benzin,Hatchback/5,Gri (metalik),1591,135,Önden Çekiş,6.7,53,1565,4.0,168
939000.0,Audi,2015,129000.0,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598,110,Önden Çekiş,3.9,50,1730,4.0,204
440000.0,Fiat,2012,260000.0,Düz,Dizel,Hatchback/5,Beyaz,1248,75,Önden Çekiş,4.1,45,1650,4.0,190
310000.0,Ford,2005,318000.0,Düz,Dizel,Hatchback/5,Gri,1399,68,Önden Çekiş,4.3,45,1440,4.0,168
565000.0,Citroen,2015,127000.0,Düz,Dizel,Sedan,Beyaz,1560,93,Önden Çekiş,4.3,48,1930,4.0,195
439000.0,Fiat,2010,193000.0,Düz,LPG & Benzin,Sedan,Gri,1368,77,Önden Çekiş,6.3,45,1788,4.0,190
1100000.0,Toyota,2020,55000.0,Otomatik,LPG & Benzin,Sedan,Beyaz,1598,132,Önden Çekiş,5.5,50,1955,4.0,225
890000.0,Honda,2021,33000.0,Otomatik,Benzin,Sedan,Beyaz,1498,121,Önden Çekiş,6.2,40,1658,4.0,181
450000.0,Fiat,2014,160000.0,Düz,Dizel,Sedan,Beyaz,1248,95,Önden Çekiş,4.9,45,1580,4.0,175
935000.0,Opel,2018,95000.0,Otomatik,Dizel,Hatchback/5,Bordo,1598,136,Önden Çekiş,4.6,52,1965,4.0,220
382500.0,Fiat,2004,299000.0,Düz,LPG & Benzin,Sedan,Beyaz,1596,103,Önden Çekiş,8.1,63,1930,4.0,192
650000.0,Dacia,2014,102000.0,Düz,Dizel,Hatchback/5,Gri (Gümüş),1461,90,Önden Çekiş,4.0,50,1450,4.0,170
1080000.0,BMW,2015,112000.0,Otomatik,Benzin,Hatchback/5,Beyaz,1499,136,Arkadan İtiş,5.2,52,1771,4.0,180
336000.0,Volkswagen,2001,246000.0,Düz,LPG & Benzin,Hatchback/5,Kırmızı,1390,75,Önden Çekiş,6.4,45,1241,4.0,200
543000.0,Ford,2011,144100.0,Otomatik,Benzin,Hatchback/5,Beyaz,1388,96,Önden Çekiş,6.5,42,1745,4.0,170
595000.0,Opel,2009,205000.0,Düz,LPG & Benzin,Sedan,Gri,1598,115,Önden Çekiş,6.8,52,1727,4.0,184
409000.0,Skoda,2004,196500.0,Düz,LPG & Benzin,Hatchback/5,Gri,1595,102,Önden Çekiş,7.1,55,1920,4.0,190
695000.0,Fiat,2022,38000.0,Düz,Benzin,Sedan,Mavi,1368,95,Önden Çekiş,6.4,45,1788,4.0,190
865000.0,Volkswagen,2015,195000.0,Yarı Otomatik,Benzin,Sedan,Gri,1395,125,Önden Çekiş,5.0,55,1788,4.0,190
1700000.0,Honda,2023,6150.0,Otomatik,Benzin,Sedan,Beyaz,1498,182,Önden Çekiş,6.7,47,1580,4.0,167
530000.0,Renault,2015,289000.0,Düz,Dizel,Station wagon,Beyaz,1461,75,Önden Çekiş,4.0,45,1872,4.0,190
300000.0,Chevrolet,2012,140000.0,Düz,LPG & Benzin,Sedan,Siyah,1598,124,Önden Çekiş,6.5,60,1495,4.0,164
515000.0,Dacia,2014,252000.0,Düz,Dizel,Station wagon,Beyaz,1461,75,Önden Çekiş,3.9,50,1740,4.0,191
1154500.0,Opel,2017,97000.0,Otomatik,Dizel,Sedan,Beyaz,1598,136,Önden Çekiş,5.0,70,1620,3.0,170
749500.0,Fiat,2021,43000.0,Düz,Benzin,Sedan,Füme,1368,95,Önden Çekiş,6.4,45,1810,4.0,188
1430000.0,BMW,2018,118000.0,Otomatik,Benzin,Sedan,Altın,1499,136,Arkadan İtiş,5.0,60,1990,4.0,235
375000.0,Hyundai,2000,270000.0,Düz,LPG & Benzin,Sedan,Beyaz,1495,102,Önden Çekiş,6.9,45,1840,4.0,200
555000.0,Volkswagen,2004,209000.0,Düz,LPG & Benzin,Hatchback/5,Mavi,1595,105,Önden Çekiş,6.8,55,1725,4.0,182
609000.0,Fiat,2019,165000.0,Düz,Dizel,Sedan,Beyaz,1248,95,Önden Çekiş,4.1,45,1850,4.0,192
644900.0,Fiat,2013,139492.0,Yarı Otomatik,Dizel,Hatchback/3,Beyaz,1242,69,Önden Çekiş,4.9,35,1850,4.0,192
699900.0,Hyundai,2017,108828.0,Otomatik,Dizel,Sedan,Beyaz,1582,128,Önden Çekiş,5.6,43,1780,4.0,200
395000.0,Kia,2010,242000.0,Düz,Dizel,Hatchback/5,Beyaz,1493,110,Önden Çekiş,4.7,45,1735,4.0,180
505000.0,Opel,2008,106000.0,Düz,LPG & Benzin,Hatchback/5,Siyah,1598,115,Önden Çekiş,6.7,52,1565,4.0,180
565000.0,Renault,2010,173000.0,Düz,Dizel,Hatchback/5,Füme,1461,105,Önden Çekiş,4.5,60,1775,4.0,185
672000.0,Peugeot,2015,37000.0,Yarı Otomatik,Benzin,Hatchback/5,Beyaz,1199,83,Önden Çekiş,4.5,50,1790,4.0,190
620000.0,Opel,2010,199000.0,Düz,LPG & Benzin,Sedan,Gri (Gümüş),1598,180,Önden Çekiş,7.7,70,1660,4.0,170
650000.0,Renault,2012,192000.0,Düz,Dizel,Hatchback/5,Füme,1461,105,Önden Çekiş,4.5,60,1490,4.0,175
595000.0,Renault,2016,100200.0,Düz,Dizel,Hatchback/5,Beyaz,1461,75,Önden Çekiş,3.6,45,1895,4.0,199
440000.0,Fiat,2007,156000.0,Yarı Otomatik,LPG & Benzin,Hatchback/5,Gri,1242,81,Önden Çekiş,7.2,51,1620,3.0,170
749000.0,Skoda,2015,72500.0,Yarı Otomatik,Benzin,Hatchback/5,Beyaz,1197,110,Önden Çekiş,4.7,45,1660,4.0,170
220000.0,Dacia,2005,175000.0,Düz,LPG & Benzin,Sedan,Beyaz,1390,75,Önden Çekiş,6.7,50,1600,4.0,167
655000.0,Fiat,2020,60000.0,Düz,LPG & Benzin,Sedan,Gri (titanyum),1368,95,Önden Çekiş,5.7,45,1500,4.0,166
