Fiyat,Marka,Yıl,Kilometre,Vites Tipi,Yakıt Tipi,Kasa Tipi,Renk,Motor_Hacmi,Motor_Gucu,Çekiş,Ort_Yakit_Tuketimi,Yakit_Deposu,Agirlik,Silindir_Sayisi,Maksimum Hız
1150000.0,Volkswagen,2018,183000.0,Düz,Benzin,Sedan,Füme,1395,125,Önden Çekiş,5.3,66,1651,4.0,168
625000.0,Peugeot,2018,167000.0,Düz,Dizel,Sedan,Gri,1560,102,Önden Çekiş,3.9,50,1980,4.0,210
665000.0,Fiat,2020,156500.0,Yarı Otomatik,Dizel,Sedan,Bej,1598,120,Önden Çekiş,3.9,45,1525,4.0,166
545000.0,Renault,2011,240000.0,Yarı Otomatik,Dizel,Sedan,Gri,1461,110,Önden Çekiş,4.4,60,1609,4.0,164
460000.0,Fiat,2013,152000.0,Düz,Dizel,Sedan,Beyaz,1248,95,Önden Çekiş,4.9,45,1950,4.0,190
895000.0,Hyundai,2018,46000.0,Otomatik,Benzin,Sedan,Beyaz,1591,128,Önden Çekiş,6.9,50,1920,4.0,190
675000.0,Toyota,2016,32000.0,Düz,Benzin,Hatchback/5,Mavi,1329,99,Önden Çekiş,5.5,50,1585,4.0,183
532000.0,Renault,2016,185000.0,Düz,Dizel,Hatchback/5,Beyaz,1461,75,Önden Çekiş,3.6,45,1820,4.0,200
475000.0,Renault,2004,120000.0,Otomatik,LPG & Benzin,MPV,Kırmızı,1598,115,Önden Çekiş,8.0,60,1814,4.0,185
645000.0,Honda,2010,215000.0,Otomatik,LPG & Benzin,Sedan,Füme,1595,125,Önden Çekiş,6.7,50,1660,4.0,170
610000.0,Audi,2008,280000.0,Düz,LPG & Benzin,Sedan,Füme,1595,102,Önden Çekiş,8.0,70,2310,4.0,225
1445000.0,BMW,2015,170000.0,Otomatik,Benzin,Sedan,Mavi,1598,170,Arkadan İtiş,5.3,60,1650,4.0,175
656750.0,Fiat,2020,64000.0,Düz,Benzin,Sedan,Mavi (metalik),1368,95,Önden Çekiş,5.7,45,1965,4.0,175
605750.0,Fiat,2019,105500.0,Düz,Dizel,Sedan,Beyaz,1248,95,Önden Çekiş,4.1,45,1693,4.0,192
585000.0,Renault,2014,166500.0,Yarı Otomatik,Dizel,Sedan,Beyaz,1461,110,Önden Çekiş,4.4,60,1845,4.0,190
690000.0,Opel,2017,132000.0,Düz,LPG & Benzin,Sedan,Kahverengi,1598,115,Önden Çekiş,6.5,56,1940,4.0,230
549750.0,Toyota,2002,129000.0,Otomatik,Benzin,Hatchback/5,Gri (Gümüş),1598,110,Önden Çekiş,8.0,50,1940,4.0,230
433500.0,Citroen,2013,248000.0,Düz,Benzin,Sedan,Beyaz,1199,73,Önden Çekiş,5.3,50,1675,4.0,185
383500.0,Hyundai,2011,393000.0,Düz,Dizel,Sedan,Beyaz,1493,110,Önden Çekiş,4.6,45,1850,4.0,170
369000.0,Citroen,2005,190000.0,Düz,Dizel,Hatchback/5,Mavi (metalik),1398,71,Önden Çekiş,4.2,45,1730,4.0,183
525000.0,Opel,2013,137000.0,Düz,Dizel,Hatchback/5,Gri (Gümüş),1248,75,Önden Çekiş,4.2,45,1580,4.0,175
345000.0,Fiat,2012,318000.0,Düz,Dizel,Hatchback/5,Beyaz,1248,75,Önden Çekiş,4.1,45,1485,3.0,160
805000.0,BMW,2012,159800.0,Otomatik,Benzin,Hatchback/5,Mavi (metalik),1598,136,Arkadan İtiş,5.6,52,1650,4.0,176
610000.0,Opel,2013,189000.0,Düz,LPG & Benzin,Sedan,Beyaz,1598,115,Önden Çekiş,6.8,52,1580,4.0,167
455000.0,Renault,2012,212000.0,Düz,Dizel,Sedan,Gri (metalik),1461,65,Önden Çekiş,4.5,50,1565,4.0,163
909750.0,Renault,2016,180000.0,Yarı Otomatik,Dizel,Sedan,Gri,1598,160,Önden Çekiş,4.4,52,1665,4.0,165
450000.0,Dacia,2012,103000.0,Düz,LPG & Benzin,Sedan,Beyaz,1149,75,Önden Çekiş,5.9,50,1840,4.0,210
1020000.0,Volkswagen,2013,136000.0,Yarı Otomatik,Dizel,Sedan,Beyaz,1598,105,Önden Çekiş,4.7,70,2320,4.0,240
890000.0,Renault,2021,47000.0,Yarı Otomatik,Benzin,Sedan,Beyaz,1332,140,Önden Çekiş,5.3,50,1535,4.0,160
670000.0,Opel,2015,203000.0,Düz,Dizel,Sedan,Beyaz,1598,110,Önden Çekiş,4.0,56,2119,4.0,193
365000.0,Peugeot,2004,205000.0,Otomatik,LPG & Benzin,Hatchback/5,Kırmızı,1360,76,Önden Çekiş,6.4,50,1920,4.0,224
390000.0,Fiat,2007,224000.0,Düz,Dizel,Hatchback/5,Mavi (metalik),1248,90,Önden Çekiş,4.6,45,1932,4.0,205
799000.0,Kia,2019,63000.0,Otomatik,LPG & Benzin,Hatchback/5,Bordo,1368,100,Önden Çekiş,5.9,45,1945,4.0,190
497500.0,Chevrolet,2010,164000.0,Otomatik,LPG & Benzin,Sedan,Siyah,1598,113,Önden Çekiş,7.8,60,1500,4.0,170
505000.0,Renault,2014,160000.0,Düz,Dizel,Sedan,Beyaz,1461,110,Önden Çekiş,4.6,60,2025,4.0,184
1099000.0,Seat,2019,51000.0,Yarı Otomatik,Benzin,Hatchback/5,Kırmızı,1498,150,Önden Çekiş,5.1,50,1705,4.0,175
665000.0,Renault,2012,142000.0,Otomatik,LPG & Benzin,Hatchback/5,Beyaz,1598,105,Önden Çekiş,7.5,60,1785,4.0,185
499000.0,Opel,2013,281000.0,Düz,Dizel,Hatchback/5,Mor,1248,75,Önden Çekiş,4.6,45,2140,4.0,211
631500.0,Dacia,2015,85600.0,Düz,Dizel,Station wagon,Beyaz,1461,75,Önden Çekiş,3.9,50,1734,4.0,180
690000.0,Skoda,2014,99950.0,Yarı Otomatik,Dizel,Hatchback/5,Kırmızı,1598,90,Önden Çekiş,4.6,55,1580,4.0,177
995000.0,Renault,2020,99000.0,Yarı Otomatik,Dizel,Sedan,Beyaz,1461,115,Önden Çekiş,4.2,49,1760,3.0,206
625000.0,Ford,2011,288000.0,Düz,Dizel,Sedan,Gri (titanyum),1560,115,Önden Çekiş,4.9,70,1565,4.0,163
549000.0,Ford,2013,138000.0,Düz,Dizel,Hatchback/5,Bordo,1498,75,Önden Çekiş,3.7,42,1720,4.0,180
640000.0,Audi,2008,160000.0,Otomatik,Benzin,Hatchback/5,Siyah,1595,102,Önden Çekiş,7.6,55,2028,4.0,197
419000.0,Renault,2007,143000.0,Düz,LPG & Benzin,Sedan,Beyaz,1390,98,Önden Çekiş,7.3,50,2150,4.0,190
749999.0,Hyundai,2015,35600.0,Düz,Benzin,Sedan,Beyaz,1396,108,Önden Çekiş,5.9,43,1870,4.0,195
1130000.0,BMW,2015,175000.0,Otomatik,Benzin,Sedan,Gri,1598,170,Arkadan İtiş,5.3,60,1575,4.0,167
875000.0,Renault,2019,175000.0,Yarı Otomatik,Dizel,Sedan,Beyaz,1461,110,Önden Çekiş,3.8,49,1910,4.0,181
320000.0,Peugeot,2003,260000.0,Düz,LPG & Benzin,Hatchback/5,Siyah,1360,76,Önden Çekiş,6.4,50,1800,4.0,210
370000.0,Fiat,2004,270000.0,Düz,Benzin,Sedan,Beyaz,1242,80,Önden Çekiş,7.0,47,1940,4.0,230
695000.0,Nissan,2018,37000.0,Otomatik,Benzin,Hatchback/5,Mavi,1198,80,Önden Çekiş,5.4,41,1771,4.0,173
500000.0,Citroen,2017,182000.0,Düz,Dizel,Sedan,Beyaz,1560,93,Önden Çekiş,4.3,48,1440,4.0,162
732000.0,Renault,2017,146000.0,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1461,90,Önden Çekiş,3.7,45,1660,4.0,170
890000.0,Toyota,2016,104000.0,Düz,Dizel,MPV,Beyaz,1598,112,Önden Çekiş,4.7,55,1660,4.0,170
549000.0,Volkswagen,2014,235000.0,Düz,Benzin,Hatchback/5,Beyaz,1197,90,Önden Çekiş,4.7,45,2100,4.0,235
870000.0,Volkswagen,2013,150000.0,Yarı Otomatik,Dizel,Sedan,Gri (Gümüş),1598,105,Önden Çekiş,4.7,70,1708,4.0,176
597500.0,Nissan,2015,105000.0,Otomatik,Benzin,Hatchback/5,Beyaz,1198,80,Önden Çekiş,5.4,41,2310,4.0,185
847500.0,Fiat,2022,45000.0,Düz,Dizel,Sedan,Beyaz,1248,95,Önden Çekiş,4.1,50,2050,4.0,218
750000.0,Fiat,2020,41400.0,Yarı Otomatik,Dizel,Sedan,Beyaz,1598,120,Önden Çekiş,3.9,45,1695,4.0,184
515000.0,Peugeot,2018,175000.0,Düz,Dizel,Sedan,Beyaz,1560,102,Önden Çekiş,3.9,50,2119,4.0,193
579900.0,Hyundai,2014,128000.0,Düz,Benzin,Hatchback/5,Beyaz,1248,85,Önden Çekiş,4.9,45,1820,4.0,200
528000.0,Fiat,2017,179000.0,Düz,Dizel,Sedan,Beyaz,1248,95,Önden Çekiş,4.1,45,1585,4.0,183
297000.0,Fiat,2002,225000.0,Düz,LPG & Benzin,Hatchback/5,Gri (Gümüş),1242,81,Önden Çekiş,7.2,51,1585,4.0,183
510000.0,Renault,2016,84000.0,Düz,Dizel,Sedan,Beyaz,1461,90,Önden Çekiş,3.9,50,2060,4.0,223
675000.0,Nissan,2015,117510.0,Otomatik,Benzin,Hatchback/5,Mavi,1198,80,Önden Çekiş,5.4,41,1475,4.0,168
535000.0,Ford,2012,237000.0,Otomatik,LPG & Benzin,Hatchback/5,Gri (metalik),1388,96,Önden Çekiş,6.5,42,1730,4.0,183
725000.0,Opel,2016,145000.0,Otomatik,Dizel,Sedan,Füme,1598,136,Önden Çekiş,5.1,56,1609,4.0,167
655000.0,Peugeot,2019,15000.0,Düz,Benzin,Sedan,Gri,1199,83,Önden Çekiş,4.9,50,1425,3.0,161
759500.0,Dacia,2018,28200.0,Düz,Dizel,Hatchback/5,Bordo,1461,90,Önden Çekiş,4.0,50,1525,4.0,166
2290000.0,Audi,2017,49000.0,Yarı Otomatik,Benzin,Hatchback/5,Füme,1395,150,Önden Çekiş,5.5,54,1730,4.0,182
655000.0,Fiat,2019,186000.0,Yarı Otomatik,Dizel,Sedan,Bej,1598,120,Önden Çekiş,3.9,45,2072,4.0,200
670000.0,Peugeot,2013,270000.0,Yarı Otomatik,Dizel,Sedan,Beyaz,1560,114,Önden Çekiş,4.4,72,1470,3.0,169
485000.0,Opel,2012,182000.0,Düz,Dizel,Hatchback/5,Gri (Gümüş),1248,75,Önden Çekiş,4.2,45,1600,4.0,167
537000.0,Opel,2013,157500.0,Otomatik,Benzin,Hatchback/5,Gri (Gümüş),1364,140,Önden Çekiş,6.8,56,1600,4.0,167
3790000.0,BMW,2023,12000.0,Otomatik,Benzin,Sedan,Siyah,1597,170,Arkadan İtiş,7.1,68,2040,4.0,210
430000.0,Hyundai,2012,304000.0,Otomatik,Dizel,Sedan,Gri (Gümüş),1493,110,Önden Çekiş,5.9,45,1820,4.0,200
875000.0,Renault,2017,110000.0,Yarı Otomatik,Dizel,Sedan,Beyaz,1461,110,Önden Çekiş,3.8,49,2005,4.0,197
535000.0,Volkswagen,2012,263000.0,Düz,Dizel,Hatchback/5,Beyaz,1199,75,Önden Çekiş,3.8,45,1565,4.0,163
1020000.0,Volvo,2014,148000.0,Yarı Otomatik,Dizel,Sedan,Beyaz,1560,115,Önden Çekiş,4.1,67,1955,4.0,200
987500.0,Renault,2017,106000.0,Yarı Otomatik,Dizel,Sedan,Beyaz,1461,110,Önden Çekiş,3.8,49,2275,4.0,226
848000.0,Renault,2018,57000.0,Yarı Otomatik,Dizel,Sedan,Lacivert,1461,110,Önden Çekiş,3.8,49,1650,4.0,182
538000.0,Peugeot,2019,125500.0,Düz,Benzin,Sedan,Beyaz,1199,83,Önden Çekiş,4.9,50,1945,4.0,190
565000.0,Fiat,2014,101000.0,Düz,Dizel,Sedan,Gri (Gümüş),1248,95,Önden Çekiş,4.9,45,2030,4.0,190
459000.0,Hyundai,2011,125000.0,Düz,LPG & Benzin,Hatchback/5,Mavi (metalik),1399,97,Önden Çekiş,6.0,45,1945,4.0,190
699950.0,Volkswagen,2016,124000.0,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1422,90,Önden Çekiş,3.5,45,1945,4.0,190
830000.0,Volkswagen,2018,83000.0,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598,95,Önden Çekiş,3.9,40,1470,3.0,169
595000.0,Renault,2018,149000.0,Düz,Dizel,Hatchback/5,Beyaz,1461,75,Önden Çekiş,3.6,45,1645,3.0,187
322000.0,Mitsubishi,2008,220000.0,Otomatik,LPG & Benzin,Hatchback/5,Siyah,1332,95,Önden Çekiş,5.6,47,1743,4.0,185
400000.0,Ford,2007,277000.0,Düz,Dizel,Hatchback/5,Gri (Gümüş),1399,68,Önden Çekiş,4.3,45,1651,4.0,168
1169000.0,BMW,2014,184000.0,Otomatik,Benzin,Sedan,Gri,1598,170,Arkadan İtiş,5.3,60,1535,3.0,168
598750.0,Peugeot,2017,70000.0,Düz,Benzin,Hatchback/5,Beyaz,1199,83,Önden Çekiş,4.5,50,2165,4.0,222
639000.0,Fiat,2019,30500.0,Düz,LPG & Benzin,Sedan,Beyaz,1368,95,Önden Çekiş,5.7,45,1460,4.0,180
1015000.0,Volkswagen,2015,152000.0,Yarı Otomatik,LPG & Benzin,Sedan,Beyaz,1395,150,Önden Çekiş,5.1,66,1940,4.0,230
828000.0,Renault,2017,160000.0,Yarı Otomatik,Dizel,Sedan,Gri,1461,110,Önden Çekiş,3.8,49,1546,3.0,178
998500.0,Renault,2016,164000.0,Yarı Otomatik,Dizel,Sedan,Gri,1598,130,Önden Çekiş,4.2,51,2045,4.0,210
790000.0,Volkswagen,2014,203000.0,Yarı Otomatik,Dizel,Hatchback/5,Gri,1598,105,Önden Çekiş,3.9,50,1945,4.0,190
495000.0,Renault,2011,210000.0,Düz,Dizel,Sedan,Gri (Gümüş),1461,105,Önden Çekiş,4.5,60,2099,4.0,205
1397000.0,Mercedes - Benz,2016,131942.0,Otomatik,Dizel,Bilinmiyor,Diğer,1461,109,Önden Çekiş,3.8,50,2099,4.0,205
887000.0,Volkswagen,2016,98221.0,Yarı Otomatik,Benzin,Hatchback/5,Beyaz,1197,105,Önden Çekiş,4.8,50,1595,4.0,195
660000.0,Fiat,2019,68000.0,Düz,Benzin,Sedan,Beyaz,1368,95,Önden Çekiş,5.7,45,1570,3.0,173
952000.0,Toyota,2021,35147.0,Otomatik,Benzin,Sedan,Gri,1490,125,Önden Çekiş,5.8,50,1793,4.0,192
816900.0,Kia,2022,16846.0,Otomatik,Benzin,Hatchback/5,Kırmızı,1368,100,Önden Çekiş,6.2,45,1780,4.0,186
670000.0,Seat,2015,174500.0,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598,90,Önden Çekiş,4.5,55,1955,4.0,205
907000.0,Skoda,2019,163500.0,Yarı Otomatik,Dizel,Hatchback/5,Siyah,1598,115,Önden Çekiş,3.9,50,1707,4.0,192
1105000.0,BMW,2014,124500.0,Otomatik,Benzin,Sedan,Kahverengi,1598,170,Arkadan İtiş,5.3,60,1945,4.0,202
407000.0,Fiat,2011,120750.0,Düz,LPG & Benzin,Hatchback/5,Gri (Gümüş),1242,69,Önden Çekiş,4.9,35,2320,6.0,210
784000.0,Volkswagen,2008,114500.0,Yarı Otomatik,Benzin,Station wagon,Siyah,1598,115,Önden Çekiş,7.9,70,1405,3.0,155
594900.0,Audi,2009,208000.0,Yarı Otomatik,Benzin,Hatchback/3,Siyah,1390,125,Önden Çekiş,5.7,55,1305,4.0,162
655000.0,Toyota,2011,133000.0,Yarı Otomatik,Dizel,Hatchback/5,Siyah,1364,90,Önden Çekiş,5.0,55,1180,3.0,157
615000.0,Audi,2008,100000.0,Yarı Otomatik,Benzin,Hatchback/3,Füme,1390,125,Önden Çekiş,6.5,55,1890,4.0,192
472000.0,Opel,2010,130000.0,Düz,LPG & Benzin,Hatchback/5,Mavi (metalik),1598,115,Önden Çekiş,6.5,52,2385,4.0,245
430000.0,Fiat,2015,161000.0,Düz,Dizel,Bilinmiyor,Diğer,1248,95,Önden Çekiş,4.9,45,1749,4.0,175
485000.0,Honda,2006,152560.0,Otomatik,Benzin,Sedan,Gri (Gümüş),1339,83,Önden Çekiş,5.6,42,2140,4.0,211
445000.0,Peugeot,2004,276000.0,Düz,LPG & Benzin,Hatchback/5,Siyah,1587,110,Önden Çekiş,7.2,60,1820,4.0,203
760000.0,Peugeot,2020,55000.0,Düz,Dizel,Sedan,Gri (titanyum),1499,102,Önden Çekiş,3.9,50,1740,4.0,191
580000.0,Peugeot,2016,115000.0,Düz,Dizel,Sedan,Füme,1560,93,Önden Çekiş,4.3,50,1862,4.0,190
535000.0,Chevrolet,2011,175000.0,Düz,LPG & Benzin,Sedan,Gri (Gümüş),1598,124,Önden Çekiş,6.5,60,1660,4.0,170
1675000.0,Audi,2020,37000.0,Yarı Otomatik,Benzin,Sedan,Siyah,1498,150,Önden Çekiş,5.1,50,1059,4.0,167
552000.0,Renault,2010,272000.0,Düz,LPG & Benzin,Hatchback/5,Beyaz,1397,130,Önden Çekiş,6.5,60,1693,4.0,190
722000.0,Renault,2015,119600.0,Yarı Otomatik,Dizel,Bilinmiyor,Diğer,1461,110,Önden Çekiş,4.4,60,1590,4.0,190
399000.0,Opel,2001,227000.0,Düz,LPG & Benzin,Sedan,Beyaz,1598,100,Önden Çekiş,7.2,60,1548,4.0,180
1280000.0,Volkswagen,2015,253000.0,Yarı Otomatik,Dizel,Sedan,Siyah,1598,120,Önden Çekiş,4.0,66,1800,4.0,224
750000.0,Skoda,2014,240000.0,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598,105,Önden Çekiş,3.9,50,1744,4.0,200
735000.0,Hyundai,2016,99000.0,Otomatik,Benzin,Hatchback/5,Beyaz,1368,100,Önden Çekiş,6.4,50,2180,4.0,192
660000.0,Fiat,2019,94000.0,Düz,Benzin,Sedan,Beyaz,1368,95,Önden Çekiş,5.7,45,1888,4.0,194
457500.0,Renault,2012,34000.0,Düz,Benzin,Bilinmiyor,Diğer,1149,75,Önden Çekiş,5.9,50,2045,4.0,210
750000.0,Fiat,2015,41000.0,Düz,Dizel,Sedan,Gri,1598,120,Önden Çekiş,4.2,45,1609,4.0,167
1215000.0,Volkswagen,2018,96000.0,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598,115,Önden Çekiş,4.2,50,2240,4.0,210
915000.0,Volkswagen,2017,109000.0,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598,115,Önden Çekiş,4.2,50,1330,4.0,164
560000.0,Fiat,2018,175000.0,Düz,Dizel,Sedan,Beyaz,1248,95,Önden Çekiş,4.1,45,1845,4.0,227
1150000.0,Volkswagen,2019,40000.0,Yarı Otomatik,Dizel,Sedan,Füme,1598,120,Önden Çekiş,4.0,59,1454,4.0,167
482750.0,Peugeot,2006,150000.0,Otomatik,LPG & Benzin,Hatchback/5,Gri (metalik),1587,110,Önden Çekiş,7.9,60,1730,4.0,183
755000.0,Volkswagen,2017,83000.0,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1422,90,Önden Çekiş,3.5,45,2073,4.0,206
599000.0,Fiat,2020,145000.0,Düz,Dizel,Sedan,Beyaz,1248,95,Önden Çekiş,4.1,45,1695,4.0,188
799750.0,Renault,2017,52000.0,Düz,Benzin,Bilinmiyor,Diğer,1598,115,Önden Çekiş,6.3,47,1788,4.0,190
678750.0,Skoda,2015,124000.0,Yarı Otomatik,Benzin,Hatchback/5,Beyaz,1197,110,Önden Çekiş,4.7,45,1725,4.0,186
1150000.0,Honda,2020,65000.0,Otomatik,Benzin,Sedan,Füme,1597,125,Önden Çekiş,6.3,46,1759,3.0,184
1022000.0,Audi,2015,115000.0,Yarı Otomatik,Benzin,Hatchback/5,Beyaz,1395,125,Önden Çekiş,4.9,50,2120,4.0,225
658000.0,Volkswagen,2010,201000.0,Yarı Otomatik,Benzin,Hatchback/5,Füme,1390,85,Önden Çekiş,5.8,45,1730,4.0,183
610000.0,Volkswagen,2012,345000.0,Düz,Benzin,Sedan,Gri,1390,122,Önden Çekiş,5.9,70,1789,4.0,191
587000.0,Fiat,2019,147000.0,Düz,LPG & Benzin,Sedan,Beyaz,1368,95,Önden Çekiş,5.7,45,1609,4.0,196
625000.0,Renault,2013,181500.0,Otomatik,Dizel,Sedan,Beyaz,1461,110,Önden Çekiş,4.4,60,1785,4.0,206
642000.0,Peugeot,2009,56984.0,Yarı Otomatik,Dizel,Hatchback/5,Siyah,1560,112,Önden Çekiş,4.9,60,2000,4.0,205
558000.0,Fiat,2017,117000.0,Düz,Dizel,Sedan,Beyaz,1248,95,Önden Çekiş,4.1,45,1675,4.0,185
748000.0,Hyundai,2018,165000.0,Yarı Otomatik,Dizel,Sedan,Beyaz,1582,136,Önden Çekiş,4.6,43,2073,4.0,206
1449500.0,Skoda,2019,33000.0,Yarı Otomatik,Benzin,Hatchback/5,Gri (Gümüş),1498,150,Önden Çekiş,5.4,66,1814,4.0,185
1100000.0,Renault,2016,126500.0,Yarı Otomatik,Dizel,Sedan,Kahverengi,1598,160,Önden Çekiş,4.4,52,1814,4.0,185
408500.0,Volkswagen,2000,207000.0,Otomatik,LPG & Benzin,Hatchback/5,Mavi (metalik),1390,75,Önden Çekiş,7.5,45,1850,4.0,190
900000.0,Skoda,2015,289500.0,Yarı Otomatik,Dizel,Sedan,Beyaz,1598,105,Önden Çekiş,4.6,60,1695,4.0,190
690000.0,Renault,2018,92254.0,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1461,90,Önden Çekiş,3.7,45,2073,4.0,206
550000.0,Renault,2013,200000.0,Düz,Dizel,Sedan,Beyaz,1461,90,Önden Çekiş,4.5,60,2075,4.0,219
1550000.0,Skoda,2020,118000.0,Yarı Otomatik,Dizel,Hatchback/5,Gri (Gümüş),1598,120,Önden Çekiş,4.2,66,2122,4.0,215
898000.0,Honda,2014,151000.0,Otomatik,LPG & Benzin,Sedan,Beyaz,1598,125,Önden Çekiş,6.7,50,1510,4.0,168
635000.0,Fiat,2019,95000.0,Düz,LPG & Benzin,Hatchback/5,Beyaz,1368,95,Önden Çekiş,5.7,50,2082,4.0,193
460000.0,Renault,2012,230000.0,Düz,Dizel,Sedan,Gri,1461,90,Önden Çekiş,4.4,60,1708,4.0,176
595900.0,Ford,2011,159880.0,Otomatik,Benzin,Hatchback/5,Bordo,1388,96,Önden Çekiş,6.5,42,1450,4.0,170
1005900.0,Skoda,2018,142500.0,Yarı Otomatik,Dizel,Hatchback/5,Siyah,1598,120,Önden Çekiş,4.1,66,1771,4.0,180
930000.0,Opel,2017,165000.0,Otomatik,Dizel,Sedan,Beyaz,1598,136,Önden Çekiş,5.1,56,2150,4.0,205
805000.0,Honda,2015,150000.0,Otomatik,Benzin,Sedan,Siyah,1598,125,Önden Çekiş,6.7,50,1652,3.0,172
655000.0,Dacia,2019,110000.0,Düz,Dizel,Hatchback/5,Füme,1461,95,Önden Çekiş,3.6,50,1755,4.0,185
789000.0,Renault,2021,99500.0,Düz,Benzin,Sedan,Beyaz,1332,140,Önden Çekiş,5.7,50,1771,4.0,180
1690000.0,Mercedes - Benz,2017,79000.0,Otomatik,Benzin,Bilinmiyor,Siyah,1595,156,Önden Çekiş,5.5,50,1525,4.0,166
445000.0,Ford,2009,306000.0,Düz,Dizel,Hatchback/5,Gri,1560,90,Önden Çekiş,4.5,45,2100,4.0,206
809000.0,Kia,2017,160000.0,Yarı Otomatik,Dizel,Hatchback/5,Füme,1582,136,Önden Çekiş,4.2,53,2072,4.0,200
975000.0,Honda,2017,104000.0,Otomatik,LPG & Benzin,Sedan,Şampanya,1597,125,Önden Çekiş,6.7,47,1564,4.0,163
329000.0,Hyundai,2001,282000.0,Otomatik,LPG & Benzin,Sedan,Gri,1495,102,Önden Çekiş,7.8,45,1600,4.0,179
1600000.0,Mercedes - Benz,2015,212000.0,Otomatik,Benzin,Sedan,Beyaz,1595,156,Arkadan İtiş,5.8,41,1903,4.0,205
1550000.0,BMW,2014,148000.0,Otomatik,Benzin,Sedan,Beyaz,1598,170,Arkadan İtiş,5.4,60,1920,4.0,230
535000.0,Volkswagen,2006,136000.0,Otomatik,Benzin,Hatchback/5,Beyaz,1390,75,Önden Çekiş,7.7,45,1891,4.0,200
180000.0,Tofaş,1995,177000.0,Düz,LPG & Benzin,Sedan,Bordo,1581,83,Arkadan İtiş,6.5,50,1830,4.0,190
625000.0,Toyota,2010,317000.0,Düz,Dizel,Sedan,Gri (metalik),1364,90,Önden Çekiş,4.7,55,1960,4.0,223
655000.0,Fiat,2020,27000.0,Düz,Benzin,Sedan,Beyaz,1368,95,Önden Çekiş,5.7,45,1620,4.0,168
1200000.0,Fiat,2022,7000.0,Otomatik,Hibrit,Sedan,Beyaz,1469,130,Önden Çekiş,5.0,50,1970,4.0,225
770000.0,Toyota,2014,181000.0,Yarı Otomatik,Dizel,Sedan,Gri (Gümüş),1364,90,Önden Çekiş,4.1,55,1450,4.0,170
242500.0,Fiat,2008,400000.0,Düz,Benzin,Sedan,Gri (Gümüş),1368,77,Önden Çekiş,6.1,45,1625,4.0,177
415000.0,Citroen,2013,295000.0,Düz,Dizel,Sedan,Beyaz,1560,93,Önden Çekiş,4.3,48,1684,4.0,192
538500.0,Toyota,2012,163000.0,Düz,Dizel,Hatchback/5,Gri (Gümüş),1364,90,Önden Çekiş,5.0,55,1675,4.0,185
675000.0,Hyundai,2017,130000.0,Düz,Dizel,Sedan,Beyaz,1582,136,Önden Çekiş,4.5,43,1650,4.0,190
315000.0,Chevrolet,2004,240000.0,Düz,Benzin,Sedan,Mavi (metalik),1399,83,Önden Çekiş,7.5,45,1440,4.0,165
599999.0,Fiat,2020,136000.0,Düz,Dizel,Sedan,Beyaz,1248,95,Önden Çekiş,4.1,45,1749,4.0,175
775000.0,Toyota,2017,129000.0,Yarı Otomatik,Dizel,Sedan,Beyaz,1364,90,Önden Çekiş,4.1,55,1749,4.0,175
450000.0,Hyundai,2010,240000.0,Düz,LPG & Benzin,Sedan,Beyaz,1399,97,Önden Çekiş,6.5,45,1650,4.0,190
299500.0,Peugeot,2005,347500.0,Düz,Dizel,Hatchback/5,Kırmızı,1398,69,Önden Çekiş,4.5,60,1535,4.0,170
360000.0,Dacia,2014,360000.0,Düz,Dizel,MPV,Beyaz,1461,90,Önden Çekiş,4.2,50,1730,4.0,183
670000.0,Citroen,2018,140100.0,Düz,Dizel,Sedan,Beyaz,1560,100,Önden Çekiş,3.8,50,1870,4.0,169
800000.0,Toyota,2016,69000.0,Otomatik,Benzin,Hatchback/5,Beyaz,1329,99,Önden Çekiş,5.1,42,1885,3.0,202
815000.0,Peugeot,2016,262000.0,Otomatik,Dizel,Sedan,Beyaz,1560,122,Önden Çekiş,3.9,72,1950,4.0,233
635000.0,Hyundai,2018,99000.0,Düz,Dizel,Sedan,Beyaz,1582,136,Önden Çekiş,4.5,43,1660,4.0,170
1375000.0,BMW,2015,184477.0,Otomatik,Benzin,Sedan,Beyaz,1592,170,Arkadan İtiş,6.7,70,1555,4.0,180
610000.0,Volvo,2009,99500.0,Düz,LPG & Benzin,Hatchback/3,Bordo,1596,100,Önden Çekiş,7.0,55,1525,4.0,166
438000.0,Opel,2006,216000.0,Düz,Dizel,Hatchback/5,Füme,1248,90,Önden Çekiş,4.8,52,1420,4.0,162
270000.0,Fiat,2010,160000.0,Düz,Dizel,Sedan,Gri (metalik),1248,70,Önden Çekiş,4.7,48,1730,4.0,182
410000.0,Renault,2013,235000.0,Düz,Dizel,Sedan,Beyaz,1461,90,Önden Çekiş,4.5,60,1870,4.0,195
